id,playerid,cfgid,level,star,hp,def,mdef,atk,matk,hit,dodge,cir_rate,combat,passivesSkill,skillLevel,name
,,30000,20,3,4320,216,72,360,216,1116,576,2000,5582,0,1,Ìï²®¹â
,,30032,1,3,1700,10,3,18,10,55,28,2000,2026,0,1,³þÁôÏã
,,30032,2,3,1700,21,7,36,21,111,57,2000,2076,0,1,³þÁôÏã
,,30032,3,3,1700,32,10,54,32,167,86,2000,2125,0,1,³þÁôÏã
,,30032,4,3,1700,43,14,72,43,223,115,2000,2175,0,1,³þÁôÏã
,,30032,5,3,1700,54,18,90,54,279,144,2000,2225,0,1,³þÁôÏã
,,30032,6,3,1700,64,21,108,64,334,172,2000,2272,0,1,³þÁôÏã
,,30032,7,3,1700,75,25,126,75,390,201,2000,2322,0,1,³þÁôÏã
,,30032,8,3,1728,86,28,144,86,446,230,2000,2399,0,1,³þÁôÏã
,,30032,9,3,1944,97,32,162,97,502,259,2000,2665,0,1,³þÁôÏã
,,30032,10,3,2160,108,36,180,108,558,288,2000,2931,0,1,³þÁôÏã
,,30032,11,3,2376,118,39,198,118,613,316,2000,3194,0,1,³þÁôÏã
,,30032,12,3,2592,129,43,216,129,669,345,2000,3459,0,1,³þÁôÏã
,,30032,13,3,2808,140,46,234,140,725,374,2000,3724,0,1,³þÁôÏã
,,30032,14,3,3024,151,50,252,151,781,403,2000,3990,0,1,³þÁôÏã
,,30032,15,3,3240,162,54,270,162,837,432,2000,4256,0,1,³þÁôÏã
,,30032,16,3,3456,172,57,288,172,892,460,2000,4519,0,1,³þÁôÏã
,,30032,17,3,3672,183,61,306,183,948,489,2000,4785,0,1,³þÁôÏã
,,30032,18,3,3888,194,64,324,194,1004,518,2000,5050,0,1,³þÁôÏã
,,30032,19,3,4104,205,68,342,205,1060,547,2000,5316,0,1,³þÁôÏã
,,30032,20,3,4320,216,72,360,216,1116,576,2000,5582,0,1,³þÁôÏã
,,30048,1,3,1700,10,3,18,10,55,28,2000,2026,0,1,Ð¡Óã¶ù
,,30048,2,3,1700,21,7,36,21,111,57,2000,2076,0,1,Ð¡Óã¶ù
,,30048,3,3,1700,32,10,54,32,167,86,2000,2125,0,1,Ð¡Óã¶ù
,,30048,4,3,1700,43,14,72,43,223,115,2000,2175,0,1,Ð¡Óã¶ù
,,30048,5,3,1700,54,18,90,54,279,144,2000,2225,0,1,Ð¡Óã¶ù
,,30048,6,3,1700,64,21,108,64,334,172,2000,2272,0,1,Ð¡Óã¶ù
,,30048,7,3,1700,75,25,126,75,390,201,2000,2322,0,1,Ð¡Óã¶ù
,,30048,8,3,1728,86,28,144,86,446,230,2000,2399,0,1,Ð¡Óã¶ù
,,30048,9,3,1944,97,32,162,97,502,259,2000,2665,0,1,Ð¡Óã¶ù
,,30048,10,3,2160,108,36,180,108,558,288,2000,2931,0,1,Ð¡Óã¶ù
,,30048,11,3,2376,118,39,198,118,613,316,2000,3194,0,1,Ð¡Óã¶ù
,,30048,12,3,2592,129,43,216,129,669,345,2000,3459,0,1,Ð¡Óã¶ù
,,30048,13,3,2808,140,46,234,140,725,374,2000,3724,0,1,Ð¡Óã¶ù
,,30048,14,3,3024,151,50,252,151,781,403,2000,3990,0,1,Ð¡Óã¶ù
,,30048,15,3,3240,162,54,270,162,837,432,2000,4256,0,1,Ð¡Óã¶ù
,,30048,16,3,3456,172,57,288,172,892,460,2000,4519,0,1,Ð¡Óã¶ù
,,30048,17,3,3672,183,61,306,183,948,489,2000,4785,0,1,Ð¡Óã¶ù
,,30048,18,3,3888,194,64,324,194,1004,518,2000,5050,0,1,Ð¡Óã¶ù
,,30048,19,3,4104,205,68,342,205,1060,547,2000,5316,0,1,Ð¡Óã¶ù
,,30048,20,3,4320,216,72,360,216,1116,576,2000,5582,0,1,Ð¡Óã¶ù
,,30064,1,3,1700,10,3,18,10,55,28,2000,2026,0,1,»¨ÎÞÈ±
,,30064,2,3,1700,21,7,36,21,111,57,2000,2076,0,1,»¨ÎÞÈ±
,,30064,3,3,1700,32,10,54,32,167,86,2000,2125,0,1,»¨ÎÞÈ±
,,30064,4,3,1700,43,14,72,43,223,115,2000,2175,0,1,»¨ÎÞÈ±
,,30064,5,3,1700,54,18,90,54,279,144,2000,2225,0,1,»¨ÎÞÈ±
,,30064,6,3,1700,64,21,108,64,334,172,2000,2272,0,1,»¨ÎÞÈ±
,,30064,7,3,1700,75,25,126,75,390,201,2000,2322,0,1,»¨ÎÞÈ±
,,30064,8,3,1728,86,28,144,86,446,230,2000,2399,0,1,»¨ÎÞÈ±
,,30064,9,3,1944,97,32,162,97,502,259,2000,2665,0,1,»¨ÎÞÈ±
,,30064,10,3,2160,108,36,180,108,558,288,2000,2931,0,1,»¨ÎÞÈ±
,,30064,11,3,2376,118,39,198,118,613,316,2000,3194,0,1,»¨ÎÞÈ±
,,30064,12,3,2592,129,43,216,129,669,345,2000,3459,0,1,»¨ÎÞÈ±
,,30064,13,3,2808,140,46,234,140,725,374,2000,3724,0,1,»¨ÎÞÈ±
,,30064,14,3,3024,151,50,252,151,781,403,2000,3990,0,1,»¨ÎÞÈ±
,,30064,15,3,3240,162,54,270,162,837,432,2000,4256,0,1,»¨ÎÞÈ±
,,30064,16,3,3456,172,57,288,172,892,460,2000,4519,0,1,»¨ÎÞÈ±
,,30064,17,3,3672,183,61,306,183,948,489,2000,4785,0,1,»¨ÎÞÈ±
,,30064,18,3,3888,194,64,324,194,1004,518,2000,5050,0,1,»¨ÎÞÈ±
,,30064,19,3,4104,205,68,342,205,1060,547,2000,5316,0,1,»¨ÎÞÈ±
,,30064,20,3,4320,216,72,360,216,1116,576,2000,5582,0,1,»¨ÎÞÈ±
,,30072,1,3,1700,10,3,18,10,55,28,2000,2026,0,1,Ð»Ïþ·å
,,30072,2,3,1700,21,7,36,21,111,57,2000,2076,0,1,Ð»Ïþ·å
,,30072,3,3,1700,32,10,54,32,167,86,2000,2125,0,1,Ð»Ïþ·å
,,30072,4,3,1700,43,14,72,43,223,115,2000,2175,0,1,Ð»Ïþ·å
,,30072,5,3,1700,54,18,90,54,279,144,2000,2225,0,1,Ð»Ïþ·å
,,30072,6,3,1700,64,21,108,64,334,172,2000,2272,0,1,Ð»Ïþ·å
,,30072,7,3,1700,75,25,126,75,390,201,2000,2322,0,1,Ð»Ïþ·å
,,30072,8,3,1728,86,28,144,86,446,230,2000,2399,0,1,Ð»Ïþ·å
,,30072,9,3,1944,97,32,162,97,502,259,2000,2665,0,1,Ð»Ïþ·å
,,30072,10,3,2160,108,36,180,108,558,288,2000,2931,0,1,Ð»Ïþ·å
,,30072,11,3,2376,118,39,198,118,613,316,2000,3194,0,1,Ð»Ïþ·å
,,30072,12,3,2592,129,43,216,129,669,345,2000,3459,0,1,Ð»Ïþ·å
,,30072,13,3,2808,140,46,234,140,725,374,2000,3724,0,1,Ð»Ïþ·å
,,30072,14,3,3024,151,50,252,151,781,403,2000,3990,0,1,Ð»Ïþ·å
,,30072,15,3,3240,162,54,270,162,837,432,2000,4256,0,1,Ð»Ïþ·å
,,30072,16,3,3456,172,57,288,172,892,460,2000,4519,0,1,Ð»Ïþ·å
,,30072,17,3,3672,183,61,306,183,948,489,2000,4785,0,1,Ð»Ïþ·å
,,30072,18,3,3888,194,64,324,194,1004,518,2000,5050,0,1,Ð»Ïþ·å
,,30072,19,3,4104,205,68,342,205,1060,547,2000,5316,0,1,Ð»Ïþ·å
,,30072,20,3,4320,216,72,360,216,1116,576,2000,5582,0,1,Ð»Ïþ·å
,,30080,1,3,1700,10,3,18,10,55,28,2000,2026,0,1,ÐéÖñ
,,30080,2,3,1700,21,7,36,21,111,57,2000,2076,0,1,ÐéÖñ
,,30080,3,3,1700,32,10,54,32,167,86,2000,2125,0,1,ÐéÖñ
,,30080,4,3,1700,43,14,72,43,223,115,2000,2175,0,1,ÐéÖñ
,,30080,5,3,1700,54,18,90,54,279,144,2000,2225,0,1,ÐéÖñ
,,30080,6,3,1700,64,21,108,64,334,172,2000,2272,0,1,ÐéÖñ
,,30080,7,3,1700,75,25,126,75,390,201,2000,2322,0,1,ÐéÖñ
,,30080,8,3,1728,86,28,144,86,446,230,2000,2399,0,1,ÐéÖñ
,,30080,9,3,1944,97,32,162,97,502,259,2000,2665,0,1,ÐéÖñ
,,30080,10,3,2160,108,36,180,108,558,288,2000,2931,0,1,ÐéÖñ
,,30080,11,3,2376,118,39,198,118,613,316,2000,3194,0,1,ÐéÖñ
,,30080,12,3,2592,129,43,216,129,669,345,2000,3459,0,1,ÐéÖñ
,,30080,13,3,2808,140,46,234,140,725,374,2000,3724,0,1,ÐéÖñ
,,30080,14,3,3024,151,50,252,151,781,403,2000,3990,0,1,ÐéÖñ
,,30080,15,3,3240,162,54,270,162,837,432,2000,4256,0,1,ÐéÖñ
,,30080,16,3,3456,172,57,288,172,892,460,2000,4519,0,1,ÐéÖñ
,,30080,17,3,3672,183,61,306,183,948,489,2000,4785,0,1,ÐéÖñ
,,30080,18,3,3888,194,64,324,194,1004,518,2000,5050,0,1,ÐéÖñ
,,30080,19,3,4104,205,68,342,205,1060,547,2000,5316,0,1,ÐéÖñ
,,30080,20,3,4320,216,72,360,216,1116,576,2000,5582,0,1,ÐéÖñ
,,30088,1,3,1700,10,3,18,10,55,28,2000,2026,0,1,ÇÇ·å
,,30088,2,3,1700,21,7,36,21,111,57,2000,2076,0,1,ÇÇ·å
,,30088,3,3,1700,32,10,54,32,167,86,2000,2125,0,1,ÇÇ·å
,,30088,4,3,1700,43,14,72,43,223,115,2000,2175,0,1,ÇÇ·å
,,30088,5,3,1700,54,18,90,54,279,144,2000,2225,0,1,ÇÇ·å
,,30088,6,3,1700,64,21,108,64,334,172,2000,2272,0,1,ÇÇ·å
,,30088,7,3,1700,75,25,126,75,390,201,2000,2322,0,1,ÇÇ·å
,,30088,8,3,1728,86,28,144,86,446,230,2000,2399,0,1,ÇÇ·å
,,30088,9,3,1944,97,32,162,97,502,259,2000,2665,0,1,ÇÇ·å
,,30088,10,3,2160,108,36,180,108,558,288,2000,2931,0,1,ÇÇ·å
,,30088,11,3,2376,118,39,198,118,613,316,2000,3194,0,1,ÇÇ·å
,,30088,12,3,2592,129,43,216,129,669,345,2000,3459,0,1,ÇÇ·å
,,30088,13,3,2808,140,46,234,140,725,374,2000,3724,0,1,ÇÇ·å
,,30088,14,3,3024,151,50,252,151,781,403,2000,3990,0,1,ÇÇ·å
,,30088,15,3,3240,162,54,270,162,837,432,2000,4256,0,1,ÇÇ·å
,,30088,16,3,3456,172,57,288,172,892,460,2000,4519,0,1,ÇÇ·å
,,30088,17,3,3672,183,61,306,183,948,489,2000,4785,0,1,ÇÇ·å
,,30088,18,3,3888,194,64,324,194,1004,518,2000,5050,0,1,ÇÇ·å
,,30088,19,3,4104,205,68,342,205,1060,547,2000,5316,0,1,ÇÇ·å
,,30088,20,3,4320,216,72,360,216,1116,576,2000,5582,0,1,ÇÇ·å
,,30096,1,3,1700,10,3,18,10,55,28,2000,2026,0,1,É¨µØÉ®
,,30096,2,3,1700,21,7,36,21,111,57,2000,2076,0,1,É¨µØÉ®
,,30096,3,3,1700,32,10,54,32,167,86,2000,2125,0,1,É¨µØÉ®
,,30096,4,3,1700,43,14,72,43,223,115,2000,2175,0,1,É¨µØÉ®
,,30096,5,3,1700,54,18,90,54,279,144,2000,2225,0,1,É¨µØÉ®
,,30096,6,3,1700,64,21,108,64,334,172,2000,2272,0,1,É¨µØÉ®
,,30096,7,3,1700,75,25,126,75,390,201,2000,2322,0,1,É¨µØÉ®
,,30096,8,3,1728,86,28,144,86,446,230,2000,2399,0,1,É¨µØÉ®
,,30096,9,3,1944,97,32,162,97,502,259,2000,2665,0,1,É¨µØÉ®
,,30096,10,3,2160,108,36,180,108,558,288,2000,2931,0,1,É¨µØÉ®
,,30096,11,3,2376,118,39,198,118,613,316,2000,3194,0,1,É¨µØÉ®
,,30096,12,3,2592,129,43,216,129,669,345,2000,3459,0,1,É¨µØÉ®
,,30096,13,3,2808,140,46,234,140,725,374,2000,3724,0,1,É¨µØÉ®
,,30096,14,3,3024,151,50,252,151,781,403,2000,3990,0,1,É¨µØÉ®
,,30096,15,3,3240,162,54,270,162,837,432,2000,4256,0,1,É¨µØÉ®
,,30096,16,3,3456,172,57,288,172,892,460,2000,4519,0,1,É¨µØÉ®
,,30096,17,3,3672,183,61,306,183,948,489,2000,4785,0,1,É¨µØÉ®
,,30096,18,3,3888,194,64,324,194,1004,518,2000,5050,0,1,É¨µØÉ®
,,30096,19,3,4104,205,68,342,205,1060,547,2000,5316,0,1,É¨µØÉ®
,,30096,20,3,4320,216,72,360,216,1116,576,2000,5582,0,1,É¨µØÉ®
,,30112,1,3,1700,10,3,18,10,55,28,2000,2026,0,1,Ôª·¼
,,30112,2,3,1700,21,7,36,21,111,57,2000,2076,0,1,Ôª·¼
,,30112,3,3,1700,32,10,54,32,167,86,2000,2125,0,1,Ôª·¼
,,30112,4,3,1700,43,14,72,43,223,115,2000,2175,0,1,Ôª·¼
,,30112,5,3,1700,54,18,90,54,279,144,2000,2225,0,1,Ôª·¼
,,30112,6,3,1700,64,21,108,64,334,172,2000,2272,0,1,Ôª·¼
,,30112,7,3,1700,75,25,126,75,390,201,2000,2322,0,1,Ôª·¼
,,30112,8,3,1728,86,28,144,86,446,230,2000,2399,0,1,Ôª·¼
,,30112,9,3,1944,97,32,162,97,502,259,2000,2665,0,1,Ôª·¼
,,30112,10,3,2160,108,36,180,108,558,288,2000,2931,0,1,Ôª·¼
,,30112,11,3,2376,118,39,198,118,613,316,2000,3194,0,1,Ôª·¼
,,30112,12,3,2592,129,43,216,129,669,345,2000,3459,0,1,Ôª·¼
,,30112,13,3,2808,140,46,234,140,725,374,2000,3724,0,1,Ôª·¼
,,30112,14,3,3024,151,50,252,151,781,403,2000,3990,0,1,Ôª·¼
,,30112,15,3,3240,162,54,270,162,837,432,2000,4256,0,1,Ôª·¼
,,30112,16,3,3456,172,57,288,172,892,460,2000,4519,0,1,Ôª·¼
,,30112,17,3,3672,183,61,306,183,948,489,2000,4785,0,1,Ôª·¼
,,30112,18,3,3888,194,64,324,194,1004,518,2000,5050,0,1,Ôª·¼
,,30112,19,3,4104,205,68,342,205,1060,547,2000,5316,0,1,Ôª·¼
,,30112,20,3,4320,216,72,360,216,1116,576,2000,5582,0,1,Ôª·¼
,,30128,1,3,1700,10,3,18,10,55,28,2000,2026,0,1,Á·ÄÞÉÑ
,,30128,2,3,1700,21,7,36,21,111,57,2000,2076,0,1,Á·ÄÞÉÑ
,,30128,3,3,1700,32,10,54,32,167,86,2000,2125,0,1,Á·ÄÞÉÑ
,,30128,4,3,1700,43,14,72,43,223,115,2000,2175,0,1,Á·ÄÞÉÑ
,,30128,5,3,1700,54,18,90,54,279,144,2000,2225,0,1,Á·ÄÞÉÑ
,,30128,6,3,1700,64,21,108,64,334,172,2000,2272,0,1,Á·ÄÞÉÑ
,,30128,7,3,1700,75,25,126,75,390,201,2000,2322,0,1,Á·ÄÞÉÑ
,,30128,8,3,1728,86,28,144,86,446,230,2000,2399,0,1,Á·ÄÞÉÑ
,,30128,9,3,1944,97,32,162,97,502,259,2000,2665,0,1,Á·ÄÞÉÑ
,,30128,10,3,2160,108,36,180,108,558,288,2000,2931,0,1,Á·ÄÞÉÑ
,,30128,11,3,2376,118,39,198,118,613,316,2000,3194,0,1,Á·ÄÞÉÑ
,,30128,12,3,2592,129,43,216,129,669,345,2000,3459,0,1,Á·ÄÞÉÑ
,,30128,13,3,2808,140,46,234,140,725,374,2000,3724,0,1,Á·ÄÞÉÑ
,,30128,14,3,3024,151,50,252,151,781,403,2000,3990,0,1,Á·ÄÞÉÑ
,,30128,15,3,3240,162,54,270,162,837,432,2000,4256,0,1,Á·ÄÞÉÑ
,,30128,16,3,3456,172,57,288,172,892,460,2000,4519,0,1,Á·ÄÞÉÑ
,,30128,17,3,3672,183,61,306,183,948,489,2000,4785,0,1,Á·ÄÞÉÑ
,,30128,18,3,3888,194,64,324,194,1004,518,2000,5050,0,1,Á·ÄÞÉÑ
,,30128,19,3,4104,205,68,342,205,1060,547,2000,5316,0,1,Á·ÄÞÉÑ
,,30128,20,3,4320,216,72,360,216,1116,576,2000,5582,0,1,Á·ÄÞÉÑ
,,30152,1,3,1700,10,3,18,10,55,28,2000,2026,0,1,¹ùÏå
,,30152,2,3,1700,21,7,36,21,111,57,2000,2076,0,1,¹ùÏå
,,30152,3,3,1700,32,10,54,32,167,86,2000,2125,0,1,¹ùÏå
,,30152,4,3,1700,43,14,72,43,223,115,2000,2175,0,1,¹ùÏå
,,30152,5,3,1700,54,18,90,54,279,144,2000,2225,0,1,¹ùÏå
,,30152,6,3,1700,64,21,108,64,334,172,2000,2272,0,1,¹ùÏå
,,30152,7,3,1700,75,25,126,75,390,201,2000,2322,0,1,¹ùÏå
,,30152,8,3,1728,86,28,144,86,446,230,2000,2399,0,1,¹ùÏå
,,30152,9,3,1944,97,32,162,97,502,259,2000,2665,0,1,¹ùÏå
,,30152,10,3,2160,108,36,180,108,558,288,2000,2931,0,1,¹ùÏå
,,30152,11,3,2376,118,39,198,118,613,316,2000,3194,0,1,¹ùÏå
,,30152,12,3,2592,129,43,216,129,669,345,2000,3459,0,1,¹ùÏå
,,30152,13,3,2808,140,46,234,140,725,374,2000,3724,0,1,¹ùÏå
,,30152,14,3,3024,151,50,252,151,781,403,2000,3990,0,1,¹ùÏå
,,30152,15,3,3240,162,54,270,162,837,432,2000,4256,0,1,¹ùÏå
,,30152,16,3,3456,172,57,288,172,892,460,2000,4519,0,1,¹ùÏå
,,30152,17,3,3672,183,61,306,183,948,489,2000,4785,0,1,¹ùÏå
,,30152,18,3,3888,194,64,324,194,1004,518,2000,5050,0,1,¹ùÏå
,,30152,19,3,4104,205,68,342,205,1060,547,2000,5316,0,1,¹ùÏå
,,30152,20,3,4320,216,72,360,216,1116,576,2000,5582,0,1,¹ùÏå
,,30160,1,3,1700,10,3,18,10,55,28,2000,2026,0,1,Ãð¾øÊ¦Ì«
,,30160,2,3,1700,21,7,36,21,111,57,2000,2076,0,1,Ãð¾øÊ¦Ì«
,,30160,3,3,1700,32,10,54,32,167,86,2000,2125,0,1,Ãð¾øÊ¦Ì«
,,30160,4,3,1700,43,14,72,43,223,115,2000,2175,0,1,Ãð¾øÊ¦Ì«
,,30160,5,3,1700,54,18,90,54,279,144,2000,2225,0,1,Ãð¾øÊ¦Ì«
,,30160,6,3,1700,64,21,108,64,334,172,2000,2272,0,1,Ãð¾øÊ¦Ì«
,,30160,7,3,1700,75,25,126,75,390,201,2000,2322,0,1,Ãð¾øÊ¦Ì«
,,30160,8,3,1728,86,28,144,86,446,230,2000,2399,0,1,Ãð¾øÊ¦Ì«
,,30160,9,3,1944,97,32,162,97,502,259,2000,2665,0,1,Ãð¾øÊ¦Ì«
,,30160,10,3,2160,108,36,180,108,558,288,2000,2931,0,1,Ãð¾øÊ¦Ì«
,,30160,11,3,2376,118,39,198,118,613,316,2000,3194,0,1,Ãð¾øÊ¦Ì«
,,30160,12,3,2592,129,43,216,129,669,345,2000,3459,0,1,Ãð¾øÊ¦Ì«
,,30160,13,3,2808,140,46,234,140,725,374,2000,3724,0,1,Ãð¾øÊ¦Ì«
,,30160,14,3,3024,151,50,252,151,781,403,2000,3990,0,1,Ãð¾øÊ¦Ì«
,,30160,15,3,3240,162,54,270,162,837,432,2000,4256,0,1,Ãð¾øÊ¦Ì«
,,30160,16,3,3456,172,57,288,172,892,460,2000,4519,0,1,Ãð¾øÊ¦Ì«
,,30160,17,3,3672,183,61,306,183,948,489,2000,4785,0,1,Ãð¾øÊ¦Ì«
,,30160,18,3,3888,194,64,324,194,1004,518,2000,5050,0,1,Ãð¾øÊ¦Ì«
,,30160,19,3,4104,205,68,342,205,1060,547,2000,5316,0,1,Ãð¾øÊ¦Ì«
,,30160,20,3,4320,216,72,360,216,1116,576,2000,5582,0,1,Ãð¾øÊ¦Ì«
,,30216,1,3,1700,10,3,18,10,55,28,2000,2026,0,1,ÖÜÜÆÈô
,,30216,2,3,1700,21,7,36,21,111,57,2000,2076,0,1,ÖÜÜÆÈô
,,30216,3,3,1700,32,10,54,32,167,86,2000,2125,0,1,ÖÜÜÆÈô
,,30216,4,3,1700,43,14,72,43,223,115,2000,2175,0,1,ÖÜÜÆÈô
,,30216,5,3,1700,54,18,90,54,279,144,2000,2225,0,1,ÖÜÜÆÈô
,,30216,6,3,1700,64,21,108,64,334,172,2000,2272,0,1,ÖÜÜÆÈô
,,30216,7,3,1700,75,25,126,75,390,201,2000,2322,0,1,ÖÜÜÆÈô
,,30216,8,3,1728,86,28,144,86,446,230,2000,2399,0,1,ÖÜÜÆÈô
,,30216,9,3,1944,97,32,162,97,502,259,2000,2665,0,1,ÖÜÜÆÈô
,,30216,10,3,2160,108,36,180,108,558,288,2000,2931,0,1,ÖÜÜÆÈô
,,30216,11,3,2376,118,39,198,118,613,316,2000,3194,0,1,ÖÜÜÆÈô
,,30216,12,3,2592,129,43,216,129,669,345,2000,3459,0,1,ÖÜÜÆÈô
,,30216,13,3,2808,140,46,234,140,725,374,2000,3724,0,1,ÖÜÜÆÈô
,,30216,14,3,3024,151,50,252,151,781,403,2000,3990,0,1,ÖÜÜÆÈô
,,30216,15,3,3240,162,54,270,162,837,432,2000,4256,0,1,ÖÜÜÆÈô
,,30216,16,3,3456,172,57,288,172,892,460,2000,4519,0,1,ÖÜÜÆÈô
,,30216,17,3,3672,183,61,306,183,948,489,2000,4785,0,1,ÖÜÜÆÈô
,,30216,18,3,3888,194,64,324,194,1004,518,2000,5050,0,1,ÖÜÜÆÈô
,,30216,19,3,4104,205,68,342,205,1060,547,2000,5316,0,1,ÖÜÜÆÈô
,,30216,20,3,4320,216,72,360,216,1116,576,2000,5582,0,1,ÖÜÜÆÈô
,,30008,1,3,108,5,10,7,43,21,3,1000,314,0,1,ÍõÓïæÌ
,,30008,2,3,216,10,21,14,86,43,7,1000,490,0,1,ÍõÓïæÌ
,,30008,3,3,324,16,32,21,129,64,10,1000,667,0,1,ÍõÓïæÌ
,,30008,4,3,432,21,43,28,172,86,14,1000,843,0,1,ÍõÓïæÌ
,,30008,5,3,540,27,54,36,216,108,18,1000,1021,0,1,ÍõÓïæÌ
,,30008,6,3,648,32,64,43,259,129,21,1000,1196,0,1,ÍõÓïæÌ
,,30008,7,3,756,37,75,50,302,151,25,1000,1372,0,1,ÍõÓïæÌ
,,30008,8,3,864,43,86,57,345,172,28,1000,1549,0,1,ÍõÓïæÌ
,,30008,9,3,972,48,97,64,388,194,32,1000,1724,0,1,ÍõÓïæÌ
,,30008,10,3,1080,54,108,72,432,216,36,1000,1903,0,1,ÍõÓïæÌ
,,30008,11,3,1188,59,118,79,475,237,39,1000,2078,0,1,ÍõÓïæÌ
,,30008,12,3,1296,64,129,86,518,259,43,1000,2254,0,1,ÍõÓïæÌ
,,30008,13,3,1404,70,140,93,561,280,46,1000,2430,0,1,ÍõÓïæÌ
,,30008,14,3,1512,75,151,100,604,302,50,1000,2606,0,1,ÍõÓïæÌ
,,30008,15,3,1620,81,162,108,648,324,54,1000,2785,0,1,ÍõÓïæÌ
,,30008,16,3,1728,86,172,115,691,345,57,1000,2960,0,1,ÍõÓïæÌ
,,30008,17,3,1836,91,183,122,734,367,61,1000,3135,0,1,ÍõÓïæÌ
,,30008,18,3,1944,97,194,129,777,388,64,1000,3312,0,1,ÍõÓïæÌ
,,30008,19,3,2052,102,205,136,820,410,68,1000,3488,0,1,ÍõÓïæÌ
,,30008,20,3,2160,108,216,144,864,432,72,1000,3667,0,1,ÍõÓïæÌ
,,30024,1,3,108,5,10,7,43,21,3,1000,314,0,1,ÒüÖ¾Æ½
,,30024,2,3,216,10,21,14,86,43,7,1000,490,0,1,ÒüÖ¾Æ½
,,30024,3,3,324,16,32,21,129,64,10,1000,667,0,1,ÒüÖ¾Æ½
,,30024,4,3,432,21,43,28,172,86,14,1000,843,0,1,ÒüÖ¾Æ½
,,30024,5,3,540,27,54,36,216,108,18,1000,1021,0,1,ÒüÖ¾Æ½
,,30024,6,3,648,32,64,43,259,129,21,1000,1196,0,1,ÒüÖ¾Æ½
,,30024,7,3,756,37,75,50,302,151,25,1000,1372,0,1,ÒüÖ¾Æ½
,,30024,8,3,864,43,86,57,345,172,28,1000,1549,0,1,ÒüÖ¾Æ½
,,30024,9,3,972,48,97,64,388,194,32,1000,1724,0,1,ÒüÖ¾Æ½
,,30024,10,3,1080,54,108,72,432,216,36,1000,1903,0,1,ÒüÖ¾Æ½
,,30024,11,3,1188,59,118,79,475,237,39,1000,2078,0,1,ÒüÖ¾Æ½
,,30024,12,3,1296,64,129,86,518,259,43,1000,2254,0,1,ÒüÖ¾Æ½
,,30024,13,3,1404,70,140,93,561,280,46,1000,2430,0,1,ÒüÖ¾Æ½
,,30024,14,3,1512,75,151,100,604,302,50,1000,2606,0,1,ÒüÖ¾Æ½
,,30024,15,3,1620,81,162,108,648,324,54,1000,2785,0,1,ÒüÖ¾Æ½
,,30024,16,3,1728,86,172,115,691,345,57,1000,2960,0,1,ÒüÖ¾Æ½
,,30024,17,3,1836,91,183,122,734,367,61,1000,3135,0,1,ÒüÖ¾Æ½
,,30024,18,3,1944,97,194,129,777,388,64,1000,3312,0,1,ÒüÖ¾Æ½
,,30024,19,3,2052,102,205,136,820,410,68,1000,3488,0,1,ÒüÖ¾Æ½
,,30024,20,3,2160,108,216,144,864,432,72,1000,3667,0,1,ÒüÖ¾Æ½
,,30056,1,3,108,5,10,7,43,21,3,1000,314,0,1,¶ÎÓþ
,,30056,2,3,216,10,21,14,86,43,7,1000,490,0,1,¶ÎÓþ
,,30056,3,3,324,16,32,21,129,64,10,1000,667,0,1,¶ÎÓþ
